
"    Somalia ","(12)"," Tiger"," APV"," (2017)"," 2017"," (12)"," Possibly second-hand; probably aid"
"   ","1"," Type-024/Hegu"," FAC"," (1992)"," 1992"," 1"," Bangladeshi designation Burbar"
"   ","1"," Project-254/T-43"," Minesweeper"," 1993"," 1994"," 1"," Bangladeshi designation Sagar"
"   ","(5)"," W-653/Type-653"," ARV"," (1993)"," 1993"," (5)"," "
"   ","(10)"," BT-6/PT-6"," Trainer aircraft"," (1995)"," 1996"," (10)"," "
"   ","1"," Type-062-1/Haizhui"," Patrol craft"," (1995)"," 1995"," 1"," Shanghai-3 version; Bangladeshi designation Barkat"
"   ","(18)"," Type-59-1 130mm"," Towed gun"," (1995)"," 1996"," 18"," Designation uncertain; possibly Second-hand"
"   ","4"," F-7M Airguard"," Fighter aircraft"," (1996)"," 1999-2000"," 4"," FT-7BG version"
"   ","(21)"," HN-5A"," Portable SAM"," (2000)"," 2001"," 21"," HN-5JA1 version"
"   ","(114)"," Red Arrow-8"," Anti-tank missile"," (2000)"," 2001"," 114"," "
"   ","20"," Type-83 122mm"," Towed gun"," (2003)"," 2004"," 20"," "
"   ","1"," Crotale"," SAM system"," (2004)"," 2007"," (1)"," FM-90 version; for DW-2000 frigate"
"   ","(250)"," QW-2"," Portable SAM"," 2004"," 2007"," (250)"," "
"   ","(10)"," C-802/CSS-N-8"," Anti-ship missile"," (2005)"," 2008"," (10)"," For 1 Jianghu (Type-053 or Type-510) frigate"
"   ","(54)"," D-30 122mm"," Towed gun"," (2005)"," 2006-2007"," (54)"," Type-96 version"
"   ","(100)"," PL-7"," SRAAM"," (2005)"," 2005-2007"," (100)"," For F-7MG combat aircraft"
"   ","(14)"," PL-9"," SRAAM"," (2005)"," 2006-2008"," 14"," For F-7MG combat aircraft"
"   ","(20)"," R-440 Crotale"," SAM"," (2005)"," 2007"," (20)"," FM-90 version; for DW-2000 (Bangabandhu) frigate"
"   ","16"," F-7MG"," Fighter aircraft"," (2006)"," 2006"," 16"," $44-118 m deal; F-7BG version"
"   ","1"," F-7M Airguard"," Fighter aircraft"," 2007"," 2007"," 1"," F-7A(M) or FT-7A version; possibly loan"
"   ","(174)"," Type-59G"," Tank"," (2009)"," 2014-2017"," (120)"," Bangladeshi Type-59 tanks rebuilt to Type-59G in Bangladesh with kits from China"
"   ","(58)"," Type-69-IIG"," Tank"," (2009)"," 2010-2013"," (58)"," Bangladeshi Type-69-II tanks rebuilt to Type-69-IIG in Bangladesh with kits from China"
"   ","(2)"," FM-90"," SAM system"," (2010)"," 2011"," (2)"," "
"   ","(75)"," FM-90"," SAM"," (2010)"," 2011"," (75)"," "
"   ","(16)"," C-704"," Anti-ship missile"," (2011)"," 2012-2013"," (16)"," For LPC-1 corvettes"
"   ","16"," F-7MG"," Fighter aircraft"," 2011"," 2012-2013"," 16"," F-7BGI version"
"   ","2"," LPC-1"," Corvette"," (2011)"," 2013"," 2"," Bangladeshi designation Durjoy"
"   ","3"," Type-654"," ARV"," 2011"," 2012"," 3"," "
"   ","44"," Type-90-2M/MBT-2000"," Tank"," 2011"," 2012-2013"," (44)"," BDT12 b ($160 m) deal"
"   ","(30)"," C-802/CSS-N-8"," Anti-ship missile"," (2012)"," 2014"," (30)"," For Type-053 or Type-510 (Jianghu) frigates"
"   ","(15)"," C-802/CSS-N-8"," Anti-ship missile"," 2012"," 2015"," (15)"," For Type-056 (Shadhinata) frigates"
"   ","(50)"," HHQ-10"," SAM"," 2012"," 2015"," (50)"," For Type-056 (Shadhinata) frigates"
"   ","2"," Type-053H2/Jianghu-3"," Frigate"," 2012"," 2014"," 2"," Second-hand; Bangladeshi designation Abu Bakar"
"   ","2"," Type-056"," Frigate"," 2012"," 2015"," 2"," Bangladeshi designation Shadhinata"
"   ","9"," K-8 Karakorum-8"," Trainer/combat ac"," 2013"," 2014-2015"," 9"," K-8W version"
"   ","2"," Type-035G/Ming"," Submarine"," (2013)"," 2016"," 2"," Second-hand but modernized before delivery; BDT16 b ($203 m) deal; Bangladeshi designation Nabajatra"
"   ","(18)"," WS-22 122mm"," Self-propelled MRL"," (2013)"," 2014-2015"," (18)"," "
"   ","(60)"," Yu-4 533mm"," AS torpedo"," (2013)"," 2016"," (60)"," Probably second-hand; for Type-035G submarines; designation uncertain"
"   ","(11)"," BT-6/PT-6"," Trainer aircraft"," (2015)"," 2016-2017"," (11)"," "
"   ","(15)"," C-802/CSS-N-8"," Anti-ship missile"," (2015)"," "," "," For Type-056 (Shadhinata) frigates"
"   ","2"," FM-90"," SAM system"," 2015"," 2016"," 2"," "
"   ","(75)"," FM-90"," SAM"," 2015"," 2016"," (75)"," "
"   ","(100)"," FN-6"," Portable SAM"," (2015)"," "," "," FN-16 version; possibly incl assembly in Banghladesh"
"   ","(50)"," HHQ-10"," SAM"," (2015)"," "," "," For Type-056 (Shadhinata) frigates"
"   ","2"," Type-056"," Frigate"," 2015"," "," "," Bangladeshi designation Shadhinata"
"  Belarus ","(6)"," A-200 301mm"," MRL"," (2013)"," 2016"," (6)"," For B-200 Polonez self-propelled MRL produced in Belarus"
"   ","(10)"," VN-3"," APV"," 2016"," 2017"," (5)"," Aid; delivery 2017-2018"
"  Benin ","(2)"," ZFB-05"," APC"," (2008)"," 2010"," (2)"," "
"   ","(10)"," BF6"," Diesel engine"," (2012)"," 2013"," (10)"," For 10 Casspir APC from South Africa; designation uncertain (reported as Chinese engine)"
"  Bolivia ","18"," D-20 152mm"," Towed gun"," 1992"," 1992"," 18"," Designation uncertain; possibly Type-66 version"
"   ","36"," M-30 122mm"," Towed gun"," 1992"," 1992-1993"," (36)"," Type-54-1 version; probably Second-hand"
"   ","(30)"," HN-5A"," Portable SAM"," (1995)"," 1995"," (30)"," "
"   ","(500)"," Red Arrow-8"," Anti-tank missile"," (2003)"," 2003"," (500)"," "
"   ","6"," K-8 Karakorum-8"," Trainer/combat ac"," (2009)"," 2011"," 6"," $58 m deal; K-8WB version"
"   ","6"," AS365/AS565 Panther"," Helicopter"," 2012"," 2014"," 6"," $108-113 m deal; H-425 (Z-9) version"
"   ","27"," Tiger"," APV"," 2015"," 2016"," 27"," Aid"
"  Bosnia-Herzegovina ","(300)"," Red Arrow-8"," Anti-tank missile"," (1993)"," 1993-1994"," (300)"," Incl for WZ-91 tank-destroyer; possibly delivered via Middle Eastern country"
"   ","(10)"," WZ-91/Type-92"," Tank destroyer"," (1993)"," 1993-1994"," (10)"," Status uncertain; possibly delivered via Middle Eastern country"
"  Burundi ","(15)"," WZ-551"," APC"," (2012)"," 2012"," 15"," "
"  Cambodia ","2"," Y-12"," Light transport ac"," (1994)"," 1994"," 2"," "
"   ","(4)"," Type-062-1G/Lushun"," Patrol craft"," 2007"," 2007"," (4)"," Part of $60 m deal (financed by Chinese loan); designation uncertain"
"   ","(50)"," FN-6"," Portable SAM"," (2008)"," 2009"," (50)"," Possibly FN-16 version"
"   ","12"," AS365/AS565 Panther"," Helicopter"," 2011"," 2013"," 12"," $195 m deal (financed by Chinese loan); incl 4 armed version"
"   ","2"," MA60"," Transport aircraft"," 2012"," 2012"," 2"," "
"  Cameroon ","2"," MA60"," Transport aircraft"," 2011"," 2013"," (2)"," "
"   ","(50)"," FN-6"," Portable SAM"," 2012"," 2013"," (50)"," FN-16 version"
"   ","(12)"," GDF 35mm"," AA gun"," 2012"," 2013"," (12)"," Type-90 (PG-99) version"
"   ","(2)"," Type-07"," APC"," (2012)"," 2013"," (2)"," "
"   ","(18)"," Type-07P/VN-1"," IFV"," (2012)"," 2012-2013"," (18)"," "
"   ","(15)"," Type-825"," Fire control radar"," 2012"," 2013"," (15)"," For use with GDF anti-aircraft guns"
"   ","(12)"," WMA-301 Assaulter"," AFSV"," (2012)"," 2014"," (12)"," "
"   ","2"," P-108"," Patrol craft"," 2013"," 2014"," 2"," "
"   ","(50)"," Red Arrow-8"," Anti-tank missile"," (2013)"," 2014"," (50)"," For Z-9 combat helicopters"
"   ","4"," Z-9WZ"," Combat helicopter"," (2013)"," 2014"," 4"," Z-9WE version"
"  Chad ","(6)"," Type-81 122mm"," Self-propelled MRL"," (2006)"," 2007"," (6)"," "
"   ","10"," ZFB-05"," APC"," (2006)"," 2007"," 10"," "
"   ","(12)"," WMA-301 Assaulter"," AFSV"," (2007)"," 2010"," (12)"," "
"   ","(10)"," WZ-523"," APC"," (2007)"," 2008"," (10)"," "
"   ","(30)"," WMA-301 Assaulter"," AFSV"," (2012)"," 2013"," 30"," Designation uncertain (reported as 'battle tank')"
"  Congo ","(5)"," ZFB-05"," APC"," (2005)"," 2006-2007"," (5)"," "
"   ","9"," ZFB-05"," APC"," 2009"," 2009"," 9"," Designation uncertain"
"  Cote d'Ivoire ","1"," Predator"," Patrol craft"," (2017)"," 2017"," 1"," CNY30 m ($4.4 m) aid"
"  Djibouti ","1"," MA60"," Transport aircraft"," 2013"," 2014"," 1"," Incl for support of Djibouti peacekeeping troops in Somalia and VIP transport"
"   ","(1)"," WMA-301 Assaulter"," AFSV"," (2014)"," 2015"," (1)"," "
"   ","2"," Y-12"," Light transport ac"," 2015"," 2016"," 2"," Y-12E version"
"  Ecuador ","(72)"," HN-5A"," Portable SAM"," 1992"," 1994"," (72)"," Deal incl also 30 launchers"
"   ","(50)"," Red Arrow-8"," Anti-tank missile"," (1993)"," 1994"," (50)"," "
"   ","2"," BT-6/PT-6"," Trainer aircraft"," 2005"," 2006"," 2"," Aid; BT-6/CJ-6 version"
"   ","(1)"," YLC-18"," Air search radar"," 2009"," 2010"," 1"," Probably second-hand; loan as interim until delivery and integration of new YLC-2 and YLC-18 radars but new radar cancelled 2013"
"   ","1"," YLC-2"," Air search radar"," 2009"," 2010"," 1"," Probably second-hand; loan as interim until delivery and integration of new YLC-2 and YLC-18 radars but new radar cancelled 2013"
"  Egypt ","(1)"," JY-9"," Air search radar"," (1992)"," 1993"," (1)"," "
"   ","40"," K-8 Karakorum-8"," Trainer/combat ac"," 2004"," 2007-2010"," (40)"," K-8E version; assembled from kits in Egypt"
"   ","(3)"," Wing Loong-1"," UAV/UCAV"," (2016)"," 2017"," (3)"," "
"  Equatorial Guinea ","1"," Salamandra -"," Landing ship"," (2008)"," 2009"," 1"," Equatorial Guinean designation Osa; probably sold via Ukraine and possibly designed in Ukraine and produced in China; armament and radars fitted in Ukraine"
"  Eritrea ","4"," Y-12"," Light transport ac"," 1994"," 1994"," 4"," "
"  Ethiopia ","(25)"," Type-63 107mm"," Towed MRL"," (1998)"," 1999"," (25)"," "
"   ","(18)"," WA-021/Type-88 155mm"," Towed gun"," (1998)"," 1999"," (18)"," "
"   ","(10)"," Type-89/ZSD-89"," APC"," (2011)"," 2013"," (10)"," "
"   ","(20)"," WZ-551"," APC"," (2011)"," 2012-2014"," (20)"," "
"   ","(1)"," HQ-64"," SAM system"," (2012)"," 2013"," (1)"," "
"   ","(75)"," PL-11/FD-60"," BVRAAM"," (2012)"," 2013"," (75)"," For HQ-64 SAM system"
"  Gabon ","(16)"," Type-63 107mm"," Towed MRL"," (2004)"," 2004"," (16)"," "
"   ","(10)"," Type-63 130mm"," Self-propelled MRL"," (2004)"," 2004"," (10)"," Designation uncertain (reported as 130mm MRL)"
"   ","(4)"," Type-90 122mm"," Self-propelled MRL"," (2004)"," 2004"," (4)"," Designation uncertain (reported as 122mm MRL)"
"   ","(3)"," WZ-523"," APC"," (2005)"," 2006"," (3)"," "
"   ","(3)"," ZFB-05"," APC"," (2005)"," 2006"," (3)"," "
"  Ghana ","(6)"," D-30 122mm"," Towed gun"," (2001)"," 2001"," (6)"," Supplier uncertain; possibly second-hand"
"   ","(3)"," Type-81 122mm"," Self-propelled MRL"," (2004)"," 2004"," (3)"," Designation and supplier uncertain"
"   ","4"," K-8 Karakorum-8"," Trainer/combat ac"," 2006"," 2007"," (4)"," Partly paid with 1 second-hand Gulfstream-3 transport aircraft"
"   ","4"," Type-062-1G/Lushun"," Patrol craft"," 2009"," 2011"," 4"," Designation uncertain"
"   ","(58)"," WZ-523"," APC"," (2009)"," 2009-2010"," 58"," Possibly incl other armoured vehicles"
"   ","(4)"," WZ-523"," APC"," (2012)"," 2013"," (4)"," Ambulance version"
"   ","(24)"," WZ-523/Type-05"," IFV"," (2012)"," 2013"," (24)"," "
"   ","4"," AS365/AS565 Panther"," Helicopter"," 2014"," 2015"," 4"," Z-9 version"
"  Guyana ","1"," Y-12"," Light transport ac"," (2001)"," 2002"," 1"," "
"  Indonesia ","(3)"," C-802/CSS-N-8"," Anti-ship missile"," 2005"," 2008"," (3)"," Part of $11.2 m deal; for PB-57 (Todak) FAC; for evaluation"
"   ","(130)"," QW-3"," Portable SAM"," (2006)"," 2006-2007"," (130)"," Incl for Indonesian UN peacekeeping force in Lebanon"
"   ","(200)"," QW-3"," Portable SAM"," 2008"," 2012-2013"," (200)"," For TD-2000B AD system"
"   ","(2)"," SR-74"," Air search radar"," (2008)"," 2012-2013"," (2)"," For use with TD-2000B AD systems"
"   ","(8)"," TD-2000B"," AD system"," 2008"," 2012-2013"," (8)"," Part of $35 m deal"
"   ","(15)"," QW-3"," Portable SAM"," 2009"," 2010"," (15)"," "
"   ","(3)"," TH-5711 Smart Hunter"," Air search radar"," 2009"," 2011"," (3)"," For use with QW-3 SAM"
"   ","(8)"," Type-347G"," Fire control radar"," (2009)"," 2015-2016"," (8)"," Type-347G(2) for 8 KCR-40 FAC produced in Indonesia"
"   ","(8)"," Type-360 Seagull"," Air search radar"," (2009)"," 2011-2014"," (8)"," For 8 KCR-40 FAC produced in Indonesia; designation and supplier uncertain"
"   ","(100)"," C-705"," Anti-ship missile"," (2011)"," 2014-2017"," (66)"," For KCR-40 and KCR-60 FAC; including assembly from kits or production in Indonesia from 2017/2018"
"   ","(25)"," C-802/CSS-N-8"," Anti-ship missile"," 2011"," 2012-2016"," (25)"," For PB-57 (Todak) FAC and Van Speyk (Ahmad Yani) frigates"
"   ","(8)"," NG-18 30mm"," Naval gun"," (2013)"," 2013-2014"," (8)"," For 8 KCR-40 FAC produced in Indonesia"
"   ","1"," Type-825 30mm"," Naval gun/CIWS"," (2014)"," 2015"," 1"," For modernization of 1 Pattimura (Parchim) corvette"
"   ","4"," GDF 35mm"," AA gun"," 2015"," 2016"," 4"," Type-90 version"
"   ","1"," Skyguard"," Fire control radar"," 2015"," 2016"," 1"," AF-902 version; for use with GDF (Type-90) 35mm anti-aircraft guns"
"   ","4"," Type-90 122mm"," Self-propelled MRL"," 2015"," 2016"," 4"," Type-90B version"
"   ","2"," NG-18 30mm"," Naval gun"," (2016)"," 2017"," 2"," For modernization of 2 KCR-60 FAC"
"   ","1"," Type-825 30mm"," Naval gun/CIWS"," 2016"," 2017"," 1"," For modernization of 1 Pattimura (Parchim) corvette"
"   ","4"," Wing Loong-1"," UAV/UCAV"," 2017"," "," "," "
"  Iran ","(100)"," HY-2/SY-1A/CSS-N-2"," Anti-ship missile"," 1988"," 1988-1994"," (100)"," HY-2 version; possibly incl C-601 (CAS-1) air-launched version"
"   ","(30)"," CSS-8 TEL"," Mobile SSM launcher"," 1989"," 1990-1994"," (30)"," Iranian designation Tondar-69"
"   ","(8)"," HQ-2/CSA-1"," SAM system"," (1989)"," 1989-1991"," (8)"," "
"   ","(200)"," HQ-2/CSA-1"," SAM"," (1989)"," 1989-1991"," (200)"," "
"   ","(15)"," WA-021/Type-88 155mm"," Towed gun"," (1990)"," 1991"," (15)"," "
"   ","25"," F-7M Airguard"," Fighter aircraft"," (1991)"," 1993"," 25"," Probably F-7N version"
"   ","(106)"," Type-59-1 130mm"," Towed gun"," (1991)"," 1992"," 106"," "
"   ","(125)"," C-801"," Anti-ship missile"," (1992)"," 1995-1998"," (125)"," Incl C-801A version for modernized Saam (Alvand) frigates and Hudong (Thondor) and for modernized Combattante (Kaman) FAC and air-launched C-801K version; Iranian designation Karus; possibly assembled/produced in Iran"
"   ","10"," Hudong"," FAC"," 1992"," 1994-1996"," 10"," "
"   ","(9)"," Y-12"," Light transport ac"," (1993)"," 1994-1995"," (9)"," For Revolutionary Guards"
"   ","2"," Y-7"," Transport aircraft"," 1994"," 1998"," (2)"," "
"   ","5"," F-7M Airguard"," Fighter aircraft"," (1995)"," 1996"," 5"," Designation uncertain (reported as combat aircraft)"
"   ","(3)"," JY-14"," Air search radar"," (1996)"," 1999-2001"," (3)"," "
"   ","(40)"," C-701/FL-8"," Anti-ship missile"," (1998)"," 2001-2004"," (40)"," For China Cat FAC; C-701T and possibly C-701R version; possibly assembled/produced in Iran as Noor, Kosar or Fajr-e Darya"
"   ","(6)"," Crotale"," SAM system"," (1998)"," 1999-2004"," (6)"," HQ-7 (FM-80) version; possibly incl production in Iran as Shahab Thaqeb"
"   ","(250)"," R-440 Crotale"," SAM"," (1998)"," 1999-2004"," (250)"," HQ-7 (FM-80) version; possibly produced in Iran as Shahab Thaqeb"
"   ","(9)"," China Cat"," FAC"," (2000)"," 2001-2004"," (9)"," Incl 4 modified version (without anti-ship missiles)"
"  Iraq ","5"," Predator"," Patrol craft"," 2002"," 2004"," 5"," Funded by US aid"
"   ","(20)"," AR-1"," ASM"," (2014)"," 2015"," (20)"," For CH-4B UAV"
"   ","(4)"," CH-4"," UAV/UCAV"," (2014)"," 2015"," (4)"," Armed CH-4B version"
"   ","(20)"," FT-9"," Guided bomb"," (2014)"," 2015"," (20)"," For CH-4B UAV"
"  Jordan ","(150)"," W-86 120mm"," Mortar"," (2004)"," 2005"," 150"," "
